Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09747314,15021843,18,0,Sound,Day,neutral,0.1349487,-0.1786041,0.9746094,0.08591914,0.1044887,2.550186,2.526947,1,0.1117706,-0.1697693,0.9791107,0.04089451,0.02181756,2.489517,2.488449,1,7,False,234
0.1974792,15021843,18,0,Sound,Day,neutral,0.1355133,-0.1793976,0.9743958,0.08643305,0.1042488,2.530991,2.53064,1,0.1119537,-0.1723328,0.978653,0.04107404,0.02099001,2.485565,2.481766,1,7,False,234
0.2974548,15021843,18,0,Sound,Day,neutral,0.1363373,-0.1779175,0.9745483,0.08662152,0.1036443,2.489853,2.536499,1,0.1137085,-0.1724548,0.9784241,0.0414257,0.02138489,2.449646,2.446899,1,7,False,234
0.3974609,15021843,18,0,Sound,Day,neutral,0.1367798,-0.1786499,0.97435,0.08687925,0.1016682,2.475525,2.456146,1,0.1140594,-0.1723175,0.9784088,0.04172528,0.0196538,2.449265,2.435669,1,7,False,234
0.497467,15021843,18,0,Sound,Day,neutral,0.1366425,-0.1751709,0.9749908,0.08671856,0.102778,2.397858,2.372604,1,0.1132202,-0.1706543,0.9787903,0.04244792,0.01931852,2.3134,2.280518,1,7,False,234
0.5974731,15021843,18,0,Sound,Day,neutral,0.1401978,-0.1768341,0.9741974,0.0878104,0.1031127,2.2966,2.272125,1,0.1132965,-0.1687012,0.979126,0.04399931,0.0199759,2.246887,2.229385,1,7,False,234
0.6974792,15021843,18,0,Sound,Day,neutral,0.1422729,-0.1724396,0.9746857,0.08828831,0.1034012,2.246597,2.241074,1,0.1127472,-0.1657562,0.9796906,0.04405391,0.02093458,2.176041,2.147278,1,7,False,234
0.7974548,15021843,18,0,Sound,Day,neutral,0.1413727,-0.1721802,0.9748535,0.08787382,0.103345,2.234833,2.239716,1,0.1139221,-0.1659698,0.9795227,0.04452038,0.02093458,2.137085,2.136688,1,7,False,234
0.8974609,15021843,18,0,Sound,Day,neutral,0.1428223,-0.1752014,0.9741058,0.0879246,0.1026912,2.259583,2.269012,1,0.110611,-0.1642761,0.9801788,0.04381442,0.02160472,2.157486,2.162827,1,7,False,234
0.997467,15021843,18,0,Sound,Day,neutral,0.1459961,-0.1778107,0.9731598,0.08862829,0.1019327,2.280289,2.279984,1,0.1111908,-0.167984,0.9794922,0.0439738,0.02025467,2.200851,2.215225,1,7,False,234
1.097473,15021843,18,0,Sound,Day,neutral,0.1403198,-0.1820831,0.9732056,0.08797324,0.09991783,2.321579,2.330627,1,0.1117249,-0.1728058,0.9785919,0.04417253,0.01865095,2.226456,2.233612,1,7,False,234
