Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09375,15021843,25,1,LightSound,Day,neutral,0.1977539,-0.5751038,0.793808,0.1312414,-0.1330992,1.422958,1.422394,0.1540078,0.1382904,-0.5918427,0.7940826,0.05740476,-0.2377038,1.597229,1.596497,0.1759303,6.360991,False,223
0.1937256,15021843,25,1,LightSound,Day,neutral,-0.03279114,-0.3709717,0.9280548,0.1296763,-0.131946,1.175949,1.175812,0.1826032,0.1416321,-0.5853577,0.7982941,0.057989,-0.2375052,1.618927,1.864197,0.2095397,6.557392,False,226
0.2938232,15021843,25,1,LightSound,Day,neutral,0,0,0,0.1315355,-0.132668,-1,1.421753,0.1661013,0.1395721,-0.577179,0.8045807,0.05833817,-0.2373778,1.61998,1.613037,0.2229106,6.667091,False,229
0.3937988,15021843,25,1,LightSound,Day,neutral,0,0,0,0.0577203,-0.135633,-1,1.290695,0,0.06533813,-0.5852661,0.808197,-0.01100695,-0.2317131,1.671539,1.68219,0.2035663,6.860922,False,230
0.4937744,15021843,25,1,LightSound,Day,neutral,0.09695435,-0.6072388,0.7885742,0.06505525,-0.144106,1.273758,-1,0,0.0448761,-0.5968475,0.8010864,-0.02067107,-0.2329162,1.645721,1.64592,0.1822412,6.957743,False,233
0.59375,15021843,25,1,LightSound,Day,neutral,0,0,0,0.06654131,-0.154538,-1,-1,0,0.04270935,-0.5973358,0.8008423,-0.02102691,-0.2334442,1.670761,1.670013,0.2004521,7,False,233
0.6937256,15021843,25,1,LightSound,Day,neutral,0,0,0,0.06142545,-0.1662692,-1,-1,0,0.04222107,-0.5930328,0.8040619,-0.02050126,-0.2337754,1.66478,1.665192,0.17318,7,False,233
0.7938232,15021843,25,1,LightSound,Day,neutral,0,0,0,0.05480993,-0.169341,-1,1.6884,0.1,0.03309631,-0.5993958,0.7997437,-0.02286559,-0.234591,1.645584,1.638687,0.1514987,7,False,233
0.8937988,15021843,25,1,LightSound,Day,neutral,0,0,0,0.04524493,-0.1726948,-1,-1,0.1,0.03102112,-0.6069641,0.7941132,-0.02239245,-0.2368904,1.612259,1.493484,0.1525428,7,False,233
0.9937744,15021843,25,1,LightSound,Day,neutral,0,0,0,0.1290479,-0.1463997,-1,1.264862,0.08204248,0.1135254,-0.5998688,0.7919922,0.05371237,-0.2232779,1.203918,1.203354,0.148615,7,False,233
1.09375,15021843,25,1,LightSound,Day,neutral,0,0,0,0.1381934,-0.1319336,-1,-1,0.07577582,0.1066895,-0.5924683,0.7984772,0.05371237,-0.2215828,1.217651,1.463379,0.1578308,7,False,234
