Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09460449,15021843,14,1,Sound,Twilight,relax,-0.09872437,-0.4929047,0.8644562,-0.05919451,-0.02251482,3.590271,3.590302,0.8310623,-0.07487488,-0.4095306,0.9092102,-0.1085634,-0.1091166,4.014282,4.04718,0.9529579,1.01086,False,27
0.1945801,15021843,14,1,Sound,Twilight,relax,-0.1167908,-0.5148926,0.8492432,-0.06475204,-0.03242826,3.616043,3.768097,0.7765874,-0.08634949,-0.4188232,0.9039459,-0.1144701,-0.1158103,4.081512,4.127899,0.9624094,1.008777,False,27
0.2945557,15021843,14,1,Sound,Twilight,relax,-0.1481934,-0.5469513,0.8239288,-0.08725387,-0.05645823,3.731079,3.715805,0.7743855,-0.1307831,-0.4727325,0.8714294,-0.1410359,-0.1481723,4.166687,4.131729,0.982447,1.00435,False,27
0.3946533,15021843,14,1,Sound,Twilight,relax,-0.1473694,-0.552475,0.8203888,-0.08801955,-0.05804968,3.671127,3.672043,0.7217501,-0.1203156,-0.4735107,0.8725128,-0.1405939,-0.1462773,4.118713,4.11322,0.9497684,1.002314,False,26
0.4946289,15021843,14,1,Sound,Twilight,relax,-0.150177,-0.5564423,0.8171844,-0.08905673,-0.06045735,3.687988,3.686691,0.6781338,-0.1165009,-0.4721985,0.8737488,-0.138988,-0.1458359,4.002457,3.985458,0.9510367,1,False,26
0.5946045,15021843,14,1,Sound,Twilight,relax,-0.1430817,-0.5527191,0.8209839,-0.08682543,-0.05983591,3.482361,3.354584,0.69599,-0.1161804,-0.4687347,0.8756561,-0.138831,-0.1450614,3.881104,3.831024,0.9658978,1,False,26
0.6945801,15021843,14,1,Sound,Twilight,relax,-0.1401825,-0.5450287,0.8265991,-0.08282489,-0.05756271,3.274887,3.259171,0.6869208,-0.1249695,-0.4629059,0.877533,-0.138938,-0.1454592,3.680542,3.649521,0.975886,1,False,27
0.7945557,15021843,14,1,Sound,Twilight,relax,-0.1276245,-0.5523682,0.823761,-0.08262897,-0.06031835,3.234344,3.197693,0.6985748,-0.1257477,-0.4592285,0.879364,-0.1391852,-0.145323,3.574768,3.566116,0.9990987,1,False,27
0.8946533,15021843,14,1,Sound,Twilight,relax,-0.1397858,-0.5686493,0.8106079,-0.09181327,-0.07323945,3.208527,3.226776,0.6418977,-0.1386261,-0.4823303,0.8649445,-0.151444,-0.1555861,3.547577,3.531693,0.9515648,1,False,26
0.9946289,15021843,14,1,Sound,Twilight,relax,-0.1501617,-0.5667572,0.8100739,-0.0955165,-0.07310772,3.283691,3.304688,1,-0.1483154,-0.4780884,0.8656921,-0.1514915,-0.1559663,3.506638,3.501862,1,1,False,26
1.094604,15021843,14,1,Sound,Twilight,relax,-0.1539001,-0.5753479,0.8032837,-0.09937149,-0.07454503,3.387192,3.409378,0.7285506,-0.1468811,-0.4792786,0.8652649,-0.1505666,-0.1573036,3.502121,3.506699,0.9944089,1,False,26
1.19458,15021843,14,1,Sound,Twilight,relax,-0.1610107,-0.5677795,0.8072662,-0.1019527,-0.07184529,3.547943,3.317886,0.6988077,-0.1390228,-0.4817047,0.8652191,-0.1502746,-0.1567496,3.523743,3.511917,0.9962577,1,False,26
1.294556,15021843,14,1,Sound,Twilight,relax,0.09049988,-0.5367737,0.8388519,0.06932831,-0.03783524,3.317383,3.458664,0.8200248,0.1128387,-0.4269562,0.8971863,0.01836598,-0.115293,3.5177,3.581284,0.8906569,1,False,26
1.394653,15021843,14,1,Sound,Twilight,relax,0.09713745,-0.5195465,0.8488922,0.06996453,-0.03326762,3.505463,3.504868,0.818651,0.1151581,-0.4138947,0.9029999,0.02191257,-0.1135015,3.604736,3.599014,0.894094,1,False,26
1.494629,15021843,14,1,Sound,Twilight,relax,0.09872437,-0.5020905,0.8591461,0.0690999,-0.02835417,3.601181,3.612732,0.8008751,0.1187592,-0.4148712,0.9020844,0.02440989,-0.1156498,3.601822,3.755356,0.8970801,1,False,26
1.594604,15021843,14,1,Sound,Twilight,relax,0.1155701,-0.4676056,0.8763428,0.08653533,-0.01063192,3.737427,3.738358,0.8831396,0.1511383,-0.4069061,0.9008636,0.04516447,-0.1067104,3.646774,3.635574,0.9885359,1,False,26
1.69458,15021843,14,1,Sound,Twilight,relax,0.1236115,-0.4764557,0.8704529,0.08855462,-0.0134151,3.750565,3.713089,1,0.1591492,-0.4100647,0.898056,0.04836655,-0.1075727,3.65715,3.674469,1,1,False,26
1.794556,15021843,14,1,Sound,Twilight,relax,0.1229401,-0.4776001,0.8699188,0.08853161,-0.01416266,3.697235,3.67244,1,0.1631317,-0.4091492,0.8977509,0.05067062,-0.1081781,3.715027,3.758072,1,1,False,26
1.894653,15021843,14,1,Sound,Twilight,relax,0.117157,-0.4727631,0.8733521,0.08683956,-0.0125711,3.75238,3.74884,1,0.15979,-0.4108887,0.8975677,0.05102801,-0.1094142,3.756851,3.783142,1,1,False,26
1.994629,15021843,14,1,Sound,Twilight,relax,0.1204681,-0.4715729,0.8735504,0.08708298,-0.0125711,3.752014,3.737778,1,0.161377,-0.4161224,0.8948517,0.05119741,-0.1107948,3.764587,3.678772,1,1,False,26
2.094604,15021843,14,1,Sound,Twilight,relax,0.1399078,-0.4608307,0.8763733,0.0980041,-0.00861156,3.932816,3.933975,1,0.1745605,-0.4265289,0.8874512,0.0595659,-0.1125026,3.690704,3.699265,1,1,False,26
2.19458,15021843,14,1,Sound,Twilight,relax,0.1398315,-0.4654694,0.8739319,0.0980041,-0.01030064,3.913391,3.916107,1,0.1783905,-0.426239,0.8868256,0.06077921,-0.112792,3.691559,3.692429,1,1,False,26
