Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.08966064,08121447,5,0,Sound,Day,null,-0.1109924,-0.1003571,0.988739,-0.07826889,0.120164,2.532959,2.602951,1,-0.131546,-0.1169434,0.984375,-0.02012938,0.07203299,2.838989,2.828903,1,7,False,148
0.1896362,08121447,5,0,Sound,Day,null,-0.1120148,-0.09599304,0.9890442,-0.08222032,0.1216488,2.614197,2.623367,1,-0.1303101,-0.1114044,0.9851837,-0.02124727,0.07284606,2.836777,2.841415,1,7,False,148
0.2896118,08121447,5,0,Sound,Day,null,-0.1149139,-0.09526062,0.9887848,-0.08411527,0.1221869,2.652893,2.679474,1,-0.1367188,-0.1014252,0.9853973,-0.02287948,0.0761959,2.887955,2.796555,1,7,False,148
0.3896484,08121447,5,0,Sound,Day,null,0.1946259,-0.05781555,0.9791565,0.1542268,0.1503358,2.78093,2.799515,1,0.1755219,-0.07165527,0.9818573,0.1992375,0.08940625,2.763336,2.78952,1,7,False,148
0.489624,08121447,5,0,Sound,Day,null,0.1976929,-0.06130981,0.9783325,0.1530124,0.1483067,2.804428,2.824524,1,0.1769714,-0.07673645,0.9812164,0.2028725,0.08747596,2.791092,2.790665,1,7,False,148
0.5896606,08121447,5,0,Sound,Day,null,0.1960754,-0.06192017,0.9786224,0.150862,0.1489216,2.818054,2.818298,1,0.1746979,-0.07751465,0.9815521,0.2045976,0.0882318,2.791214,2.790924,1,7,False,148
0.6896362,08121447,5,0,Sound,Day,null,0.1958771,-0.06478882,0.9784698,0.1487011,0.1496636,2.816818,2.823532,1,0.1741638,-0.07330322,0.9819794,0.2040582,0.09084976,2.804123,2.811951,1,7,False,149
0.7896118,08121447,5,0,Sound,Day,null,0.06867981,-0.1399384,0.9877625,0.06206477,0.09925359,2.629593,2.775391,1,0.06393433,-0.1487732,0.9867859,0.1072028,0.04951429,2.855621,2.8004,1,7,False,148
0.8896484,08121447,5,0,Sound,Day,null,-0.03817749,-0.2536774,0.9665222,-0.01753587,0.02825212,2.775574,2.79657,1,-0.06251526,-0.2589264,0.9638672,0.0253185,-0.02258062,2.841766,2.839706,1,7,False,147
0.989624,08121447,5,0,Sound,Day,null,-0.04432678,-0.250885,0.9669952,-0.02518046,0.0303154,2.789001,2.802048,1,-0.06373596,-0.2581482,0.9639893,0.02605212,-0.02060544,2.862061,2.862305,1,7,False,148
