Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09460449,08121447,13,1,Sound,Twilight,arousal,0.01971436,-0.06774902,0.9974976,0.0166626,0.1710317,4.537445,4.508316,0.9609859,0.01124573,-0.07295227,0.9972687,0.08851135,0.1023304,5.041321,5.044983,0.9992721,1,False,3
0.1945801,08121447,13,1,Sound,Twilight,arousal,0.02223206,-0.06266785,0.9977722,0.01791298,0.1732352,4.543564,4.548264,1,0.007736206,-0.06858826,0.9976044,0.08817983,0.1041116,5.061356,5.061768,1,1,False,3
0.2945557,08121447,13,1,Sound,Twilight,arousal,0.02258301,-0.06381226,0.9976959,0.01736987,0.1723835,4.593689,4.595459,1,0.01145935,-0.06771851,0.9976349,0.08928692,0.1039235,5.060257,5.058273,1,1,False,3
0.3945313,08121447,13,1,Sound,Twilight,arousal,0.02397156,-0.06440735,0.9976349,0.01736987,0.1712894,4.630753,4.633698,1,0.01066589,-0.06788635,0.9976349,0.08906066,0.1033045,5.059616,5.059677,1,1,False,3
0.4946289,08121447,13,1,Sound,Twilight,arousal,0.02174377,-0.06253052,0.9978027,0.01655626,0.1718938,4.661926,4.664703,1,0.008590698,-0.06661987,0.9977264,0.08882415,0.1039314,5.053513,5.066956,1,1,False,3
0.5946045,08121447,13,1,Sound,Twilight,arousal,0.03366089,-0.06111145,0.9975586,0.02092016,0.1710041,4.726105,4.650208,1,0.01286316,-0.06809998,0.9975891,0.09242594,0.1022458,5.161087,5.174652,1,1,False,3
0.6945801,08121447,13,1,Sound,Twilight,arousal,0.1041718,-0.08985901,0.9904785,0.072474,0.15302,4.674393,4.662827,0.9748521,0.09625244,-0.1118164,0.9890442,0.1429759,0.0776512,5.200653,5.183304,0.9774303,1,False,3
0.7945557,08121447,13,1,Sound,Twilight,arousal,0.1021423,-0.09132385,0.9905548,0.07108808,0.15302,4.676132,4.676056,0.9907889,0.09239197,-0.1140137,0.9891663,0.1437296,0.07719314,5.182755,5.182526,0.9777855,1,False,3
0.8945313,08121447,13,1,Sound,Twilight,arousal,0,0,0,0.06295466,0.1614009,-1,-1,0.5584956,0,0,0,0.128978,0.0909214,-1,-1,0.587896,1,False,3
0.9946289,08121447,13,1,Sound,Twilight,arousal,0,0,0,0.05455089,0.164277,-1,-1,0.5034018,0.05102539,-0.2300873,0.971817,0.1280293,0.09308428,4.070343,4.648361,0.5146203,1,False,3
1.094604,08121447,13,1,Sound,Twilight,arousal,0.08078003,-0.07821655,0.9936523,0.05295002,0.1631946,4.858185,4.8918,0.9029762,0.07089233,-0.1008453,0.9923706,0.1362128,0.09056234,5.240479,5.228317,0.8745661,1,False,3
1.19458,08121447,13,1,Sound,Twilight,arousal,0.07354736,-0.08610535,0.9935608,0.0455482,0.156807,4.899994,4.904022,0.9302785,0.05847168,-0.09739685,0.993515,0.1247118,0.08771253,5.230911,5.217178,0.9170477,1,False,3
1.294556,08121447,13,1,Sound,Twilight,arousal,0.04750061,-0.09373474,0.9944611,0.03032899,0.1510807,4.873581,4.873367,0.9353646,0.0428772,-0.1062775,0.9934082,0.1111159,0.08213103,5.252014,5.260056,0.9620448,1,False,3
1.394531,08121447,13,1,Sound,Twilight,arousal,0.040802,-0.09616089,0.9945221,0.0267905,0.1509612,4.908447,4.976608,0.919865,0.0486908,-0.1128998,0.9924011,0.111027,0.0802604,5.317673,5.255264,0.9474154,1,False,3
1.494629,08121447,13,1,Sound,Twilight,arousal,-0.04048157,-0.08102417,0.9958801,-0.02226239,0.1564035,4.944336,4.945999,0.9123479,-0.05056763,-0.1087494,0.9927673,0.05409932,0.08926165,5.178818,5.201569,0.9769973,1,False,3
1.594604,08121447,13,1,Sound,Twilight,arousal,-0.04385376,-0.07751465,0.9960175,-0.02332669,0.1574672,4.946625,4.951233,0.9091762,-0.0617218,-0.1069489,0.9923401,0.05366826,0.08962083,5.235168,5.244888,0.962954,1,False,3
1.69458,08121447,13,1,Sound,Twilight,arousal,-0.04302979,-0.076828,0.996109,-0.02371544,0.1578592,4.956985,4.956512,0.9156318,-0.0526886,-0.1074677,0.9927979,0.05388713,0.09029436,5.231201,5.240295,0.9657257,1,False,3
1.794556,08121447,13,1,Sound,Twilight,arousal,-0.05513,-0.0617981,0.9965515,-0.03307402,0.1627587,4.978378,4.966675,0.9109208,-0.06439209,-0.09739685,0.9931488,0.04305542,0.09406692,5.267532,5.271744,0.9590311,1,False,3
1.894531,08121447,13,1,Sound,Twilight,arousal,-0.05529785,-0.05944824,0.9966888,-0.0323227,0.164026,5.044327,4.962433,0.9163923,-0.06964111,-0.1010132,0.9924316,0.04557812,0.09277022,5.324326,5.329697,0.9829127,1,False,3
