Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09997559,08121447,23,1,LightStatic,Twilight,arousal,0.05404663,-0.1404266,0.9886017,0.03672302,0.1206331,3.630066,3.639374,0.9497713,0.0202179,-0.1425476,0.9895782,0.1049384,0.06023252,3.928406,3.936432,0.9462157,1.560549,False,5
0.1999512,08121447,23,1,LightStatic,Twilight,arousal,0.05639648,-0.1408081,0.9884186,0.03846848,0.1206331,3.683426,3.682953,0.9392406,0.01916504,-0.1381989,0.9902039,0.1056417,0.06202096,3.979736,3.981613,0.9613062,1.399554,False,5
0.2999268,08121447,23,1,LightStatic,Twilight,arousal,0.05732727,-0.142746,0.9880829,0.03835201,0.1197701,3.754227,3.762329,0.9340056,0.01568604,-0.1451874,0.9892731,0.1048263,0.0609448,4.005997,4.007874,0.9666635,1.313226,False,4
0.4000244,08121447,23,1,LightStatic,Twilight,arousal,0.05252075,-0.1526031,0.9868774,0.03889036,0.1188,3.785141,3.782272,0.9277176,0.01460266,-0.1383362,0.9902649,0.1048361,0.06297272,4.047272,4.047379,0.9671479,1.128975,False,4
0.5,08121447,23,1,LightStatic,Twilight,arousal,0.05714417,-0.148819,0.9871979,0.0392493,0.1188,3.801529,3.80246,0.9284565,0.01554871,-0.1387024,0.9902039,0.105249,0.06325531,4.069244,4.081696,0.9464716,1.038873,False,3
0.5999756,08121447,23,1,LightStatic,Twilight,arousal,0.05981445,-0.1477356,0.9872131,0.03961968,0.1183752,3.833557,3.8349,0.9359154,0.01759338,-0.1353455,0.9906311,0.1055379,0.06334579,4.149185,4.15239,0.9518838,1,False,3
0.6999512,08121447,23,1,LightStatic,Twilight,arousal,0.06083679,-0.1500702,0.9867859,0.03936386,0.1176122,3.865341,3.86528,0.9289739,0.01971436,-0.1362152,0.9904785,0.1050572,0.0635761,4.15686,4.157684,0.9510357,1,False,3
0.7999268,08121447,23,1,LightStatic,Twilight,arousal,0.06207275,-0.1457825,0.9873505,0.03887022,0.1187665,3.941742,3.95282,0.9437259,0.01734924,-0.1349792,0.9906921,0.1040018,0.06411016,4.177963,4.183151,0.9738318,1,False,3
0.9000244,08121447,23,1,LightStatic,Twilight,arousal,0.06497192,-0.1448975,0.9873047,0.04011118,0.1190883,3.954758,3.954681,0.9449281,0.01408386,-0.1349182,0.9907532,0.1035918,0.06419998,4.201065,4.206284,0.9465036,1,False,3
1,08121447,23,1,LightStatic,Twilight,arousal,0.06292725,-0.1479034,0.9869843,0.03929949,0.1183893,3.978256,3.979019,0.9366685,0.01649475,-0.137146,0.9904022,0.1045074,0.06402826,4.208237,4.220932,0.9503525,1,False,3
1.099976,08121447,23,1,LightStatic,Twilight,arousal,0.06286621,-0.1488037,0.9868622,0.03898406,0.1176552,3.986145,3.986221,0.9326261,0.01539612,-0.139389,0.9901123,0.1049087,0.0629676,4.236404,4.236694,0.9353487,1,False,3
1.199951,08121447,23,1,LightStatic,Twilight,arousal,0.06361389,-0.1474304,0.9870148,0.03785419,0.1180782,4.001404,4.005661,0.9322737,0.01441956,-0.1409454,0.9898987,0.1042011,0.06248307,4.254318,4.270294,0.9572345,1,False,3
1.299927,08121447,23,1,LightStatic,Twilight,arousal,0.06462097,-0.1487579,0.9867554,0.03842402,0.1174496,4.021011,4.021347,0.9464896,0.01367188,-0.1442871,0.9894409,0.1045156,0.06117529,4.28624,4.288177,0.9534379,1,False,3
1.400024,08121447,23,1,LightStatic,Twilight,arousal,0.04890442,-0.1473236,0.9878693,0.02829432,0.1185739,3.990051,4.106552,0.9062528,0.005249023,-0.1250916,0.9921265,0.09322393,0.0666697,4.354034,4.357178,0.9493,1,False,3
1.5,08121447,23,1,LightStatic,Twilight,arousal,0.03274536,-0.1340637,0.9904175,0.02252686,0.12199,4.098022,4.108261,0.9368,-0.002655029,-0.1275787,0.9918213,0.08758783,0.06735092,4.36322,4.363251,0.9762995,1,False,3
1.599976,08121447,23,1,LightStatic,Twilight,arousal,0.02760315,-0.1348419,0.9904785,0.02250075,0.1222679,4.10788,4.130096,0.9510277,-0.001785278,-0.1260529,0.9920197,0.08833492,0.06783926,4.355637,4.361816,0.9879515,1,False,3
1.699951,08121447,23,1,LightStatic,Twilight,arousal,0.02641296,-0.134552,0.9905396,0.02217901,0.122978,4.131531,4.142105,0.9490649,-0.002548218,-0.1244354,0.992218,0.08939767,0.06876755,4.380936,4.380798,0.9668119,1,False,3
1.799927,08121447,23,1,LightStatic,Twilight,arousal,0.02241516,-0.1333466,0.9908142,0.02047515,0.1241888,4.167175,4.166992,0.9429829,-0.000869751,-0.123291,0.9923553,0.08964431,0.06923592,4.382339,4.382156,0.9815653,1,False,3
1.900024,08121447,23,1,LightStatic,Twilight,arousal,0.02555847,-0.1347046,0.9905396,0.02125227,0.1234098,4.131714,4.116699,0.9510613,-0.003265381,-0.1300964,0.9914856,0.08975911,0.0666256,4.334503,4.313324,0.9910187,1,False,3
2,08121447,23,1,LightStatic,Twilight,arousal,0.02330017,-0.1274261,0.9915619,0.02090597,0.1253041,4.050232,4.037766,0.9678405,-0.002426147,-0.1363373,0.9906464,0.089993,0.06472242,4.249435,4.236725,0.9922428,1,False,3
