Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09249878,08121447,19,0,Sound,Day,arousal,0.004104614,-0.1469879,0.9891205,0.004002571,0.05998302,2.612717,2.612808,1,-0.003509521,-0.1659546,0.9861145,0.06287265,0.007381618,2.853271,2.854904,1,7,False,143
0.1925049,08121447,19,0,Sound,Day,arousal,0.08030701,-0.135498,0.9875031,0.05799866,0.06020427,2.669342,2.718475,1,0.07978821,-0.1460114,0.9860535,0.1140383,0.009947181,2.939545,2.99881,1,7,False,144
0.292511,08121447,19,0,Sound,Day,arousal,0.157547,-0.1343079,0.9783325,0.127739,0.06330764,2.785156,2.815567,1,0.1655731,-0.147644,0.9750671,0.1815566,0.006163478,3.125687,3.115952,1,7,False,144
0.3925018,08121447,19,0,Sound,Day,arousal,0.1556244,-0.134613,0.9785919,0.1253998,0.06279665,2.840607,2.841461,1,0.1612854,-0.1479797,0.9757385,0.1810675,0.005245984,3.102325,3.093185,1,7,False,144
0.4925079,08121447,19,0,Sound,Day,arousal,0.1538239,-0.1353607,0.978775,0.1205865,0.06278014,2.806396,2.81308,1,0.1586914,-0.1497498,0.9758911,0.1798428,0.004383862,3.035049,3.042038,1,7,False,144
0.5924988,08121447,19,0,Sound,Day,arousal,0.1536255,-0.131897,0.9792786,0.1209023,0.06481355,2.803772,2.808517,1,0.1573181,-0.1482239,0.9763489,0.180302,0.006001413,3.056046,3.043579,1,7,False,144
0.6925049,08121447,19,0,Sound,Day,arousal,0.154129,-0.1351166,0.9787598,0.1208493,0.06328666,2.8078,2.793945,1,0.1565399,-0.1490021,0.9763641,0.180568,0.00500834,3.042953,3.035492,1,7,False,143
0.792511,08121447,19,0,Sound,Day,arousal,0.1520233,-0.1382751,0.978653,0.1188946,0.06247783,2.784058,2.784439,1,0.1566925,-0.1478271,0.9765167,0.1802995,0.00538224,3.025681,3.025742,1,7,False,143
0.8925018,08121447,19,0,Sound,Day,arousal,0.1551514,-0.1365814,0.9783936,0.1175292,0.06425375,2.78627,2.794586,1,0.1582947,-0.1501617,0.9758911,0.1799868,0.006040335,2.984756,2.984741,1,7,False,143
0.9925079,08121447,19,0,Sound,Day,arousal,0.2396393,-0.1634674,0.9569855,0.1851795,0.04375368,2.894409,2.956467,1,0.2423401,-0.1719818,0.9548187,0.2363729,-0.01496398,2.956451,2.99942,1,7,False,143
1.092499,08121447,19,0,Sound,Day,arousal,0.2433014,-0.1675873,0.9553528,0.1851333,0.0417099,2.908829,2.905136,1,0.2359619,-0.1746979,0.9559174,0.2387841,-0.0176326,3.020035,3.019821,1,7,False,143
1.192505,08121447,19,0,Sound,Day,arousal,0.2427521,-0.1736298,0.954422,0.1829879,0.03967208,2.888672,2.889496,1,0.2332153,-0.1732178,0.9568634,0.2396667,-0.01701975,3.013031,3.013611,1,7,False,143
1.292511,08121447,19,0,Sound,Day,arousal,0.234436,-0.1692657,0.9572754,0.1789134,0.04201406,2.883606,2.88887,1,0.2329865,-0.1700439,0.957489,0.2389624,-0.0147382,3.043549,3.043961,1,7,False,143
1.392502,08121447,19,0,Sound,Day,arousal,0.09637451,-0.1156616,0.9885864,0.06679332,0.07483292,2.884537,2.980408,1,0.0867157,-0.1297913,0.9877319,0.1196609,0.02489144,3.132935,3.0634,1,7,False,143
1.492508,08121447,19,0,Sound,Day,arousal,0.100174,-0.1205444,0.9876251,0.06826079,0.07706988,2.907242,2.8815,1,0.08930969,-0.1196899,0.9887848,0.1271628,0.03034014,3.056717,3.070602,1,7,False,144
1.592499,08121447,19,0,Sound,Day,arousal,0.09620667,-0.1190338,0.988205,0.06784904,0.0771721,2.86676,2.86644,1,0.08831787,-0.1180573,0.9890594,0.1291951,0.03018743,3.061157,3.060089,1,7,False,143
1.692505,08121447,19,0,Sound,Day,arousal,0.09777832,-0.1154785,0.9884796,0.06414425,0.07803053,2.867142,2.884933,1,0.08117676,-0.1207123,0.9893494,0.1244278,0.03043473,3.039993,3.014297,1,7,False,143
1.792511,08121447,19,0,Sound,Day,arousal,0.09780884,-0.1153564,0.9884796,0.0633806,0.07774234,2.904266,2.893036,1,0.08201599,-0.1218262,0.989151,0.1243129,0.02999079,2.980789,2.981064,1,7,False,143
1.892502,08121447,19,0,Sound,Day,arousal,0.08546448,-0.1208496,0.9889832,0.06342626,0.07906693,2.860458,2.88533,1,0.08049011,-0.1219482,0.9892578,0.124527,0.03060609,3.006775,3.015503,1,7,False,143
1.992508,08121447,19,0,Sound,Day,arousal,0.09376526,-0.1099854,0.9894867,0.06158304,0.0805884,2.845657,2.841156,1,0.0773468,-0.1203308,0.9897003,0.1233799,0.03110445,2.997833,2.99263,1,7,False,143
2.092499,08121447,19,0,LightSound,Day,arousal,0.09362793,-0.1133881,0.9891205,0.06074595,0.08029157,2.840683,2.841827,1,0.08085632,-0.1208649,0.9893646,0.1246138,0.03168488,2.994553,2.999725,1,8.290133,True,199
2.192505,08121447,19,0,LightSound,Day,arousal,0.09403992,-0.1111145,0.9893341,0.06115699,0.08123857,2.845612,2.847916,1,0.08390808,-0.1210785,0.9890747,0.1258593,0.03086388,2.996689,2.992859,1,8.314974,True,200
2.292511,08121447,19,0,LightSound,Day,arousal,0.0940094,-0.1156769,0.9888153,0.05939054,0.07947403,2.879242,2.881454,1,0.08122253,-0.1183319,0.9896393,0.1242309,0.03161758,3.039276,3.049744,1,8.360188,True,201
2.392502,08121447,19,0,LightSound,Day,arousal,0.09289551,-0.1162262,0.9888611,0.05845058,0.07957435,2.90947,2.907516,1,0.08044434,-0.1210938,0.9893646,0.1234603,0.03135496,3.033981,3.021194,1,8.380618,True,203
2.492508,08121447,19,0,LightSound,Day,arousal,0.09503174,-0.1184387,0.9883881,0.05994284,0.07883573,2.806259,2.784729,1,0.0806427,-0.1266022,0.9886627,0.1237546,0.02920145,2.971329,2.943542,1,8.416474,True,203
2.592499,08121447,19,0,LightSound,Day,arousal,0.08450317,-0.1265259,0.9883423,0.06140757,0.07751918,2.633316,2.616272,1,0.08274841,-0.1312561,0.9878845,0.1244957,0.02688813,2.854614,2.844513,1,8.432166,True,204
2.692505,08121447,19,0,LightSound,Day,arousal,0.09570313,-0.1196289,0.9881897,0.06177044,0.0768677,2.508881,2.452377,1,0.08190918,-0.1323547,0.9878082,0.1242745,0.02592665,2.713257,2.703705,1,8.458756,True,205
2.792511,08121447,19,0,LightSound,Day,arousal,0.0861969,-0.1242065,0.9884949,0.06305671,0.07729989,2.429108,2.436386,1,0.08312988,-0.1314545,0.9878235,0.1247404,0.02608782,2.660309,2.658295,1,8.469533,True,205
2.892502,08121447,19,0,LightSound,Day,arousal,0.09701538,-0.116394,0.9884491,0.06302381,0.07879835,2.406815,2.382965,1,0.07969666,-0.1271362,0.9886627,0.1236184,0.02822465,2.591644,2.590973,1,8.486472,True,206
2.992508,08121447,19,0,LightSound,Day,arousal,0.0970459,-0.1190033,0.9881287,0.06293416,0.07800126,2.405869,2.416901,1,0.07827759,-0.1275177,0.988739,0.1228824,0.02761626,2.583511,2.588821,1,8.492133,True,206
3.092499,08121447,19,0,LightSound,Day,arousal,0.09669495,-0.1180725,0.9882813,0.06263959,0.07755476,2.494095,2.503067,1,0.08027649,-0.1328583,0.9878693,0.1234231,0.0257991,2.634048,2.658081,1,8.499039,True,206
3.192505,08121447,19,0,LightSound,Day,arousal,0.09393311,-0.1174316,0.9886169,0.06188333,0.07829863,2.579086,2.580048,1,0.08146667,-0.1328735,0.9877777,0.1234622,0.0263539,2.713531,2.713501,1,8.499995,True,206
3.292511,08121447,19,0,LightSound,Day,arousal,0.08380127,-0.1312103,0.987793,0.06314504,0.07597822,2.63736,2.639862,1,0.08145142,-0.1338806,0.9876404,0.1231157,0.0259999,2.766647,2.793884,1,8.496888,True,206
3.392502,08121447,19,0,LightSound,Day,arousal,0.08259583,-0.1323547,0.9877472,0.06362891,0.07506186,2.699066,2.706467,1,0.08416748,-0.1339264,0.9873962,0.1237985,0.02531242,2.890289,2.895981,1,8.492853,True,206
3.492508,08121447,19,0,LightSound,Day,arousal,0.08209229,-0.1298676,0.9881134,0.0638715,0.07595414,2.745529,2.773361,1,0.08331299,-0.134613,0.987381,0.1229227,0.025235,2.895111,2.889526,1,8.479848,True,206
3.592499,08121447,19,0,LightSound,Day,arousal,0.07937622,-0.1364441,0.9874573,0.06313646,0.07276297,2.746048,2.744446,1,0.08406067,-0.1344757,0.9873352,0.1232293,0.02399957,2.888611,2.883835,1,8.470508,True,205
3.692505,08121447,19,0,LightSound,Day,arousal,0.09269714,-0.1307526,0.9870605,0.06286192,0.07300949,2.782089,2.783478,1,0.08187866,-0.1369629,0.9871826,0.1224246,0.02322608,2.87738,2.875229,1,8.447905,True,205
3.792511,08121447,19,0,LightSound,Day,arousal,0.09159851,-0.129715,0.9873047,0.06205606,0.07307661,2.837509,2.837509,1,0.08097839,-0.1372833,0.9872131,0.1217061,0.02285522,2.951477,2.96022,1,8.433839,True,204
3.892502,08121447,19,0,LightSound,Day,arousal,0.09172058,-0.1261749,0.9877472,0.06172371,0.07310164,2.866974,2.873169,1,0.07646179,-0.13797,0.9874725,0.1204418,0.02177155,2.991882,2.99762,1,8.401455,True,204
3.992508,08121447,19,0,LightSound,Day,arousal,0.09078979,-0.124939,0.9879913,0.06046355,0.07394987,2.906189,2.929459,1,0.07446289,-0.1401062,0.9873199,0.1197873,0.02162474,3.045135,3.060852,1,8.382626,True,202
4.092499,08121447,19,0,LightSound,Day,arousal,0.08743286,-0.1242218,0.9883881,0.05821657,0.07489121,2.979034,2.988403,1,0.07258606,-0.1365509,0.9879608,0.1193945,0.02281499,3.089691,3.089478,1,8.34101,True,202
4.192505,08121447,19,0,LightSound,Day,arousal,0.08851624,-0.1251068,0.9881744,0.05819416,0.07447571,3.034607,3.034546,1,0.07081604,-0.1376648,0.9879303,0.1194896,0.02244002,3.123459,3.181107,1,8.31826,True,200
4.292511,08121447,19,0,LightSound,Day,arousal,0.08876038,-0.1262207,0.9880219,0.05779862,0.07479113,3.049011,3.022171,1,0.07029724,-0.1380157,0.987915,0.1194896,0.02277255,3.203766,3.182663,1,8.267595,True,199
4.392502,08121447,19,0,LightSound,Day,arousal,0.09008789,-0.126236,0.9878845,0.05789423,0.07522291,3.009933,3.010864,1,0.07157898,-0.1370239,0.9879761,0.1199412,0.02365357,3.139297,3.143036,1,8.240119,True,198
4.492508,08121447,19,0,LightSound,Day,arousal,0.08886719,-0.124527,0.9882202,0.05772769,0.07538283,3.005264,3.00737,1,0.07290649,-0.1361389,0.9879913,0.1206897,0.02355224,3.13501,3.134933,1,8.180831,True,197
4.592499,08121447,19,0,LightSound,Day,arousal,0.08836365,-0.1256409,0.9881287,0.05759501,0.07526159,3.025955,3.035187,1,0.07331848,-0.1337433,0.9882965,0.1206897,0.0243004,3.162918,3.178787,1,8.149341,True,194
4.692505,08121447,19,0,LightSound,Day,arousal,0.0874176,-0.1267395,0.9880676,0.05802739,0.07408231,3.000641,3.000397,1,0.07090759,-0.1321411,0.988678,0.1189886,0.02199709,3.151947,3.154999,1,8.083307,True,193
4.792511,08121447,19,0,LightSound,Day,arousal,0.08973694,-0.1282043,0.9876709,0.05892229,0.07247627,2.968765,2.966843,1,0.07478333,-0.1331177,0.988266,0.1196933,0.02133995,3.105133,3.104919,1,8.048178,True,190
4.892502,08121447,19,0,LightSound,Day,arousal,0.08970642,-0.1301575,0.9874115,0.05908632,0.07182008,2.967148,2.959152,1,0.07351685,-0.1358795,0.9879913,0.1196225,0.02080077,3.109589,3.109558,1,7.97303,True,189
4.992508,08121447,19,0,LightSound,Day,arousal,0.07762146,-0.1352539,0.9877625,0.05971682,0.07193321,2.895706,2.895859,1,0.07122803,-0.1367645,0.9880371,0.1198884,0.02044916,3.094757,3.093262,1,7.935983,True,186
5.092499,08121447,19,0,LightSound,Day,arousal,0.08970642,-0.1287079,0.9876099,0.05988979,0.07201231,2.909164,2.910995,1,0.07026672,-0.1372681,0.9880219,0.120404,0.02038521,3.072784,3.072449,1,7.85582,True,184
5.192505,08121447,19,0,LightSound,Day,arousal,0.08863831,-0.1278229,0.9878235,0.05941498,0.07268113,2.949692,2.951431,1,0.07241821,-0.1360016,0.9880524,0.1209065,0.02124786,3.100357,3.081284,1,7.814078,True,181
