Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09716797,08121447,7,1,Sound,Twilight,relax,-0.1078949,-0.09310913,0.9897766,-0.08829278,0.1303893,3.971756,3.969757,1,-0.1506805,-0.1228638,0.9809113,-0.01767886,0.07103318,4.352188,4.342041,1,1,False,3
0.1971436,08121447,7,1,Sound,Twilight,relax,-0.1067352,-0.09249878,0.9899597,-0.08832258,0.1304508,3.951294,3.945938,1,-0.149292,-0.1133728,0.9822693,-0.01523727,0.0734117,4.360184,4.36145,1,1,False,3
0.2971191,08121447,7,1,Sound,Twilight,relax,-0.1034698,-0.08877563,0.9906616,-0.0845468,0.1319795,3.931442,3.972717,1,-0.1454163,-0.1166534,0.9824524,-0.01144058,0.07249147,4.409332,4.393494,1,1,False,3
0.3970947,08121447,7,1,Sound,Twilight,relax,-0.0400238,-0.1899567,0.9809723,-0.02457952,0.07279998,3.959656,3.983673,1,-0.0740509,-0.2110748,0.9746552,0.03904033,0.01186174,4.342239,4.342941,1,1,False,3
0.4971924,08121447,7,1,Sound,Twilight,relax,-0.03561401,-0.1920776,0.9807281,-0.02551913,0.07296872,3.982498,3.981079,1,-0.07235718,-0.2124329,0.9744873,0.04028881,0.0124011,4.350632,4.36026,1,1,False,3
0.597168,08121447,7,1,Sound,Twilight,relax,0.002349854,-0.2183685,0.9758453,0.009358287,0.05990493,3.977127,3.960068,0.9848744,-0.0004272461,-0.2523651,0.9676208,0.08057606,-0.008888721,4.460983,4.408218,0.9769036,1,False,3
0.6971436,08121447,7,1,Sound,Twilight,relax,0.0004272461,-0.2128906,0.977066,0.007504225,0.06130326,3.967682,3.967758,0.9878963,-0.0112915,-0.247757,0.96875,0.07920682,-0.008060813,4.442688,4.44519,0.9789609,1,False,3
0.7971191,08121447,7,1,Sound,Twilight,relax,0.005615234,-0.2125702,0.9771271,0.007583261,0.06226748,4.008148,4.085083,0.9721486,-0.01461792,-0.2450104,0.9694061,0.08029926,-0.004629612,4.455322,4.438278,0.9661943,1,False,3
0.8970947,08121447,7,1,Sound,Twilight,relax,0.08633423,-0.08561707,0.992569,0.06643534,0.1484831,4.114136,4.120453,0.9943033,0.07983398,-0.09391785,0.9923706,0.1372483,0.0825997,4.458237,4.470474,0.9663515,1,False,3
0.9971924,08121447,7,1,Sound,Twilight,relax,0.08189392,-0.08480835,0.9930115,0.06362867,0.1479286,4.114182,4.090286,1,0.07371521,-0.1000977,0.9922333,0.1370943,0.07799453,4.444748,4.444366,1,1,False,3
