Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.08959961,08121447,2,1,LightDynamic,Twilight,null,0.05712891,-0.08224487,0.9949646,0.0372895,0.1461073,3.808411,3.818497,0.964067,0.0254364,-0.07461548,0.9968719,0.1065265,0.0853256,4.369965,4.366806,0.9605832,1.488759,False,5
0.1895752,08121447,2,1,LightDynamic,Twilight,null,0.05744934,-0.0841217,0.9947968,0.03755915,0.1458154,3.782959,3.778473,0.9610882,0.02407837,-0.07472229,0.9969025,0.1063318,0.08542067,4.391647,4.393478,0.9680709,1.341543,False,4
0.2896118,08121447,2,1,LightDynamic,Twilight,null,0.0579834,-0.08535767,0.9946594,0.0380739,0.1449047,3.813049,3.803696,0.9624566,0.0222168,-0.07423401,0.9969788,0.1058209,0.0851571,4.400833,4.408569,0.9730322,1.268106,False,4
0.3895874,08121447,2,1,LightDynamic,Twilight,null,0.05685425,-0.08566284,0.9946899,0.03772068,0.1453177,3.81958,3.929626,0.9479917,0.02220154,-0.07440186,0.9969788,0.1055995,0.08559155,4.430374,4.435379,0.9741588,1.125494,False,4
0.489624,08121447,2,1,LightDynamic,Twilight,null,0.07267761,-0.08555603,0.9936676,0.05261409,0.1449113,3.909058,3.927475,0.9740121,0.05505371,-0.08195496,0.9951019,0.1224561,0.0836271,4.426758,4.461243,0.9852777,1.052829,False,3
0.5895996,08121447,2,1,LightDynamic,Twilight,null,0.07221985,-0.08584595,0.9936829,0.05236697,0.1449113,3.911682,3.911484,0.982399,0.05448914,-0.08255005,0.9950867,0.1226571,0.08368868,4.455414,4.455566,0.9880122,1,False,3
0.6895752,08121447,2,1,LightDynamic,Twilight,null,0.07162476,-0.08459473,0.9938354,0.05189836,0.1446937,3.935974,3.940628,0.9707651,0.052948,-0.08161926,0.9952545,0.1230243,0.08391005,4.466736,4.47348,0.9715082,1,False,3
0.7896118,08121447,2,1,LightDynamic,Twilight,null,0.07125854,-0.08654785,0.9936829,0.05134475,0.1435474,3.965195,3.964981,0.9679766,0.05427551,-0.07937622,0.9953613,0.1235265,0.08371919,4.478958,4.479568,0.9599152,1,False,3
0.8895874,08121447,2,1,LightDynamic,Twilight,null,0.07055664,-0.08880615,0.9935455,0.05094934,0.1425651,3.981827,3.981247,0.9696857,0.05480957,-0.08088684,0.9952087,0.123981,0.08285141,4.498932,4.511948,0.9620408,1,False,3
0.989624,08121447,2,1,LightDynamic,Twilight,null,0.07058716,-0.09275818,0.9931793,0.05070293,0.141452,4.01062,4.01062,0.9636173,0.05604553,-0.08119202,0.9951172,0.1243086,0.08263469,4.530884,4.531952,0.9666234,1,False,3
1.0896,08121447,2,1,LightDynamic,Twilight,null,0.07189941,-0.09542847,0.9928284,0.05136478,0.1407306,4.05777,4.062439,0.9770074,0.05467224,-0.08241272,0.9950867,0.1243203,0.08281982,4.57663,4.579788,0.9662133,1,False,3
1.189575,08121447,2,1,LightDynamic,Twilight,null,0.09002686,-0.08493042,0.9923096,0.06681335,0.1472853,4.073029,4.060928,0.9744422,0.07579041,-0.06959534,0.9946899,0.1383936,0.08952856,4.546265,4.568329,0.9761576,1,False,3
1.289612,08121447,2,1,LightDynamic,Twilight,null,0.1198273,-0.08358765,0.9892578,0.09033597,0.1468105,4.007904,4.012985,1,0.1113739,-0.07202148,0.9911499,0.1615871,0.08550215,4.615952,4.616089,1,1,False,3
1.389587,08121447,2,1,LightDynamic,Twilight,null,0.121582,-0.08392334,0.9890137,0.09044969,0.1468791,4.066483,4.066513,1,0.1123352,-0.07199097,0.9910431,0.1615452,0.08501101,4.618927,4.620483,1,1,False,3
1.489624,08121447,2,1,LightDynamic,Twilight,null,0.1666565,-0.07624817,0.9830475,0.1281254,0.1504887,4.008774,4.087006,1,0.1708984,-0.07754517,0.9822235,0.1993506,0.08201629,4.762054,4.683792,1,1,False,3
