Time,User,Trial,Repetition,TrialType,LightType,SoundType,gazeDirectionL.x,gazeDirectionL.y,gazeDirectionL.z,pupilPosL.x,pupilPosL.y,pupilsDiameterL,pupilsDiameterLmm,eyeOpennessL,gazeDirectionR.x,gazeDirectionR.y,gazeDirectionR.z,pupilPosR.x,pupilPosR.y,pupilsDiameterR,pupilsDiameterRmm,eyeOpennessR,light,sound,computedBrightness
0.09436035,08121447,28,1,LightSound,Twilight,neutral,0.03318787,-0.1675873,0.9852905,0.02218616,0.09832656,4.306259,4.306198,0.9611214,0.01104736,-0.1619415,0.9867249,0.09308076,0.04008728,4.648804,4.660492,0.9778728,1,False,3
0.1943359,08121447,28,1,LightSound,Twilight,neutral,0.03425598,-0.1688385,0.9850464,0.02275634,0.09810561,4.32785,4.328339,0.9569269,0.003082275,-0.1696777,0.9854889,0.09237802,0.04000932,4.673096,4.674286,0.9626527,1,False,3
0.2944336,08121447,28,1,LightSound,Twilight,neutral,0.03544617,-0.1670685,0.9853058,0.02321768,0.09906369,4.327759,4.341217,0.9598008,0.006271362,-0.1694336,0.9855194,0.0929302,0.04043007,4.708252,4.708878,0.9665094,1,False,3
0.3944092,08121447,28,1,LightSound,Twilight,neutral,0.03875732,-0.1690063,0.984848,0.02396548,0.09795165,4.372787,4.384583,0.95381,0.005157471,-0.1678314,0.9857941,0.09317672,0.04024702,4.724777,4.733398,0.957809,1,False,3
0.4943848,08121447,28,1,LightSound,Twilight,neutral,0.03936768,-0.1668549,0.9851837,0.02411687,0.0992111,4.4216,4.425812,0.94596,0.003982544,-0.1699219,0.9854431,0.09343326,0.04026532,4.74411,4.759399,0.9467494,1,False,3
0.5943604,08121447,28,1,LightSound,Twilight,neutral,0.03938293,-0.1645966,0.9855652,0.02402437,0.09983337,4.44545,4.450592,0.9379357,0.007675171,-0.1703033,0.9853516,0.09465265,0.04014063,4.780899,4.786362,0.9386172,1,False,3
0.6943359,08121447,28,1,LightSound,Twilight,neutral,0.04264832,-0.1662292,0.9851532,0.02471447,0.09852743,4.470779,4.477936,0.9296097,0.01000977,-0.17453,0.9845886,0.09534121,0.0371753,4.818268,4.825455,0.9215649,1,False,3
0.7944336,08121447,28,1,LightSound,Twilight,neutral,0.04612732,-0.1681061,0.9846802,0.02556276,0.09924883,4.519882,4.543625,0.924458,0.009292603,-0.1716614,0.9851074,0.09580684,0.03996718,4.839127,4.86441,0.9262102,1,False,3
0.8944092,08121447,28,1,LightSound,Twilight,neutral,0.04692078,-0.1700134,0.984314,0.02602351,0.09877694,4.570999,4.559296,0.9134175,0.007919312,-0.1726227,0.9849548,0.09631348,0.03967118,4.919174,4.91954,0.9297146,1,False,3
0.9943848,08121447,28,1,LightSound,Twilight,neutral,0.04830933,-0.1738586,0.9835815,0.02620423,0.09655744,4.570251,4.575317,0.919436,0.00881958,-0.1766815,0.9842224,0.09609842,0.0371905,4.922852,4.928635,0.9145235,1,False,3
1.09436,08121447,28,1,LightSound,Twilight,neutral,0.04859924,-0.1737213,0.9835815,0.02730823,0.09701514,4.588837,4.587372,0.9115325,0.01239014,-0.1797638,0.9836273,0.09860814,0.03639442,4.968292,4.990601,0.9142998,1,False,3
1.194336,08121447,28,1,LightSound,Twilight,neutral,0.04595947,-0.171463,0.9841003,0.02739811,0.09776014,4.595779,4.598175,0.9102001,0.02003479,-0.1787415,0.9836884,0.102203,0.03585267,5.013474,5.014114,0.9109254,1,False,3
1.294434,08121447,28,1,LightSound,Twilight,neutral,0.04571533,-0.1706238,0.9842682,0.02602315,0.09786278,4.610153,4.609863,0.9139435,0.01716614,-0.174408,0.9845123,0.1004264,0.03491127,5.032883,5.036636,0.9375193,1,False,3
1.394409,08121447,28,1,LightSound,Twilight,neutral,0.04545593,-0.1713562,0.9841461,0.02583098,0.09750396,4.624817,4.624725,0.9110791,0.01374817,-0.1717377,0.9850464,0.09949863,0.03628075,5.069534,5.069626,0.9211522,1,False,3
1.494385,08121447,28,1,LightSound,Twilight,neutral,0.04330444,-0.1640167,0.9855042,0.02449179,0.09942704,4.668121,4.668747,0.9046573,0.01593018,-0.168808,0.9855194,0.09909391,0.03632253,5.098358,5.110062,0.903178,1,False,3
1.59436,08121447,28,1,LightSound,Twilight,neutral,0.04208374,-0.1649323,0.9853973,0.0238589,0.1004796,4.675537,4.678375,0.9016471,0.01298523,-0.1660614,0.9860229,0.09780276,0.03825015,5.143784,5.157028,0.8987005,1,False,3
1.694336,08121447,28,1,LightSound,Twilight,neutral,0.04078674,-0.1658478,0.9852905,0.02249837,0.1007129,4.697906,4.680511,0.8875726,0.02035522,-0.1644745,0.9861603,0.09780276,0.04006666,5.192139,5.193924,0.8808631,1,False,3
1.794434,08121447,28,1,LightSound,Twilight,neutral,0.0398407,-0.1693573,0.9847412,0.02204227,0.09946191,4.715576,4.718536,0.8933725,0.006530762,-0.1743774,0.9846497,0.09652126,0.0400126,5.167038,5.173111,0.8899177,1,False,3
1.894409,08121447,28,1,LightSound,Twilight,neutral,0.03668213,-0.1680908,0.9850769,0.02131414,0.1000844,4.733047,4.765671,0.8873627,0.008346558,-0.1732788,0.9848328,0.09667206,0.04045469,5.214539,5.220398,0.8988672,1,False,3
1.994385,08121447,28,1,LightSound,Twilight,neutral,0.03549194,-0.1628265,0.9860077,0.02115488,0.1011459,4.764709,4.787704,0.8867227,0.007858276,-0.1736298,0.9847717,0.09642005,0.03968966,5.225769,5.224335,0.898247,1,False,3
2.09436,08121447,28,1,LightSound,Twilight,neutral,0.03329468,-0.1644287,0.9858246,0.02037287,0.09973437,4.782089,4.783035,0.8883384,0.008483887,-0.1775208,0.9840698,0.09673965,0.03757042,5.267303,5.299438,0.8925117,-0.4484038,True,1
2.194336,08121447,28,1,LightSound,Twilight,neutral,0.03741455,-0.1645508,0.9856567,0.02164972,0.09993929,4.785538,4.79808,0.8773831,0.01100159,-0.1751709,0.9844666,0.09780025,0.03836519,5.318268,5.31955,0.8950534,-0.434497,True,1
2.294434,08121447,28,1,LightSound,Twilight,neutral,0.03631592,-0.164093,0.9857635,0.02089477,0.0997625,4.814682,4.821457,0.9081705,0.01522827,-0.1814423,0.9832764,0.0983429,0.03608871,5.309402,5.310211,0.9054805,-0.4020797,True,1
2.394409,08121447,28,1,LightSound,Twilight,neutral,0.03239441,-0.1631165,0.9860687,0.01963282,0.09926927,4.81813,4.817825,0.9193485,0.01568604,-0.1843719,0.9827271,0.09782135,0.03463316,5.319962,5.3116,0.925828,-0.3837164,True,1
2.494385,08121447,28,1,LightSound,Twilight,neutral,0.03179932,-0.1585388,0.9868317,0.01926458,0.1001897,4.803467,4.803864,0.9372236,0.01582336,-0.1856079,0.9824829,0.09777582,0.03396612,5.295868,5.302322,0.9337978,-0.3412172,True,1
2.59436,08121447,28,1,LightSound,Twilight,neutral,0.02098083,-0.1543884,0.9877777,0.01786077,0.1022347,4.836502,4.832672,0.9392066,0.01785278,-0.1820679,0.9831085,0.09850633,0.03487152,5.322906,5.323166,0.9629617,-0.3187918,True,1
2.694336,08121447,28,1,LightSound,Twilight,neutral,0.02641296,-0.1537628,0.9877472,0.01714373,0.1010574,4.856415,4.8694,0.9520121,0.01927185,-0.182663,0.9829712,0.09795499,0.0346536,5.352997,5.346069,0.9776399,-0.2684109,True,1
2.794434,08121447,28,1,LightSound,Twilight,neutral,0.02742004,-0.157959,0.9870605,0.01712012,0.09959108,4.876328,4.878815,0.9602551,0.01823425,-0.1844788,0.982666,0.09749365,0.03399366,5.333511,5.33197,0.9791026,-0.2406678,True,1
2.894409,08121447,28,1,LightSound,Twilight,neutral,0.02429199,-0.1570282,0.9872894,0.01624477,0.09796083,4.899628,4.915573,0.9551931,0.01919556,-0.1840515,0.9827271,0.09803092,0.03243822,5.334549,5.334671,0.9764653,-0.1820466,True,1
2.994385,08121447,28,1,LightSound,Twilight,neutral,0.02333069,-0.1634369,0.9862671,0.01607478,0.09585798,4.952682,4.939606,0.9511151,0.0166626,-0.1780396,0.9838715,0.09721267,0.03408426,5.34462,5.346786,0.9846914,-0.1505041,True,1
3.09436,08121447,28,1,LightSound,Twilight,neutral,0.02593994,-0.16539,0.9858704,0.01673782,0.09502184,5.012177,5.024521,0.9572925,0.01751709,-0.1809387,0.9833221,0.09707689,0.03326875,5.386932,5.396591,0.9865808,-0.08397508,True,1
3.194336,08121447,28,1,LightSound,Twilight,neutral,0.02722168,-0.1664276,0.985672,0.01675582,0.09421486,5.031311,5.031631,0.9542603,0.01564026,-0.1813965,0.9832764,0.09601331,0.03252679,5.406677,5.414017,0.967265,-0.04771402,True,1
3.294434,08121447,28,1,LightSound,Twilight,neutral,0.02891541,-0.1683807,0.9852905,0.01701236,0.09406883,5.066818,5.063614,0.9556184,0.01617432,-0.1818542,0.9831848,0.09486938,0.03267866,5.431427,5.431992,0.9728707,0.02499145,True,1
